season_year,grand_prix,driver_number,lap_number
2025,Catalunya,44,46.0
2025,Catalunya,1,47.0
2025,Catalunya,4,48.0
2025,Catalunya,6,48.0
2025,Catalunya,81,49.0
2025,Catalunya,12,49.0
2025,Catalunya,5,49.0
2025,Catalunya,81,55.0
2025,Catalunya,4,55.0
2025,Catalunya,1,55.0
2025,Catalunya,14,54.0
2025,Catalunya,87,54.0
2025,Catalunya,22,54.0
2025,Catalunya,16,55.0
2025,Catalunya,63,55.0
2025,Catalunya,44,55.0
2025,Catalunya,43,54.0
2025,Catalunya,6,55.0
2025,Catalunya,10,55.0
2025,Catalunya,55,55.0
2025,Catalunya,27,56.0
2025,Montreal,1,12.0
2025,Montreal,63,13.0
2025,Montreal,6,13.0
2025,Montreal,12,14.0
2025,Montreal,43,14.0
2025,Montreal,44,15.0
2025,Montreal,14,15.0
2025,Montreal,81,16.0
2025,Montreal,87,18.0
2025,Montreal,27,19.0
2025,Montreal,23,23.0
2025,Montreal,18,24.0
2025,Montreal,16,28.0
2025,Montreal,4,29.0
2025,Montreal,1,37.0
2025,Montreal,12,38.0
2025,Montreal,30,38.0
2025,Montreal,63,42.0
2025,Montreal,81,45.0
2025,Montreal,44,45.0
2025,Montreal,4,47.0
2025,Montreal,5,49.0
2025,Montreal,14,50.0
2025,Montreal,18,51.0
2025,Montreal,16,53.0
2025,Montreal,10,53.0
2025,Montreal,22,56.0
2025,Montreal,31,57.0
2025,Montreal,55,57.0
2025,Montreal,14,66.0
2025,Montreal,27,66.0
2025,Montreal,63,67.0
2025,Montreal,1,67.0
2025,Montreal,12,67.0
2025,Montreal,31,66.0
2025,Montreal,55,66.0
2025,Montreal,81,67.0
2025,Montreal,16,67.0
2025,Montreal,87,66.0
2025,Montreal,22,66.0
2025,Montreal,43,66.0
2025,Montreal,5,66.0
2025,Montreal,10,66.0
2025,Montreal,6,66.0
2025,Montreal,18,66.0
2025,Montreal,44,67.0
2025,Montreal,14,67.0
2025,Montreal,27,67.0
2025,Montreal,63,68.0
2025,Montreal,1,68.0
2025,Montreal,12,68.0
2025,Montreal,31,67.0
2025,Montreal,55,67.0
2025,Montreal,81,68.0
2025,Montreal,16,68.0
2025,Montreal,87,67.0
2025,Montreal,22,67.0
2025,Montreal,43,67.0
2025,Montreal,5,67.0
2025,Montreal,10,67.0
2025,Montreal,6,67.0
2025,Montreal,18,67.0
2025,Montreal,44,68.0
2025,Montreal,14,68.0
2025,Montreal,27,68.0
2025,Montreal,63,69.0
2025,Montreal,1,69.0
2025,Montreal,12,69.0
2025,Montreal,31,68.0
2025,Montreal,55,68.0
2025,Montreal,81,69.0
2025,Montreal,16,69.0
2025,Montreal,87,68.0
2025,Montreal,22,68.0
2025,Montreal,43,68.0
2025,Montreal,5,68.0
2025,Montreal,10,68.0
2025,Montreal,6,68.0
2025,Montreal,18,68.0
2025,Montreal,44,69.0
2025,Montreal,14,69.0
2025,Montreal,27,69.0
2025,Spielberg,6,2.0
2025,Spielberg,87,11.0
2025,Spielberg,10,12.0
2025,Spielberg,27,12.0
2025,Spielberg,23,13.0
2025,Spielberg,43,13.0
2025,Spielberg,63,18.0
2025,Spielberg,22,18.0
2025,Spielberg,31,19.0
2025,Spielberg,4,20.0
2025,Spielberg,5,21.0
2025,Spielberg,81,24.0
2025,Spielberg,16,25.0
2025,Spielberg,44,26.0
2025,Spielberg,18,26.0
2025,Spielberg,6,28.0
2025,Spielberg,22,30.0
2025,Spielberg,30,32.0
2025,Spielberg,14,33.0
2025,Spielberg,10,38.0
2025,Spielberg,87,39.0
2025,Spielberg,43,39.0
2025,Spielberg,27,42.0
2025,Spielberg,63,45.0
2025,Spielberg,16,49.0
2025,Spielberg,5,49.0
2025,Spielberg,44,50.0
2025,Spielberg,31,50.0
2025,Spielberg,4,52.0
2025,Spielberg,81,53.0
2025,Spielberg,18,53.0
2025,Spielberg,22,60.0
2025,Silverstone,12,2.0
2025,Silverstone,18,6.0
2025,Silverstone,27,9.0
2025,Silverstone,12,9.0
2025,Silverstone,18,10.0
2025,Silverstone,63,10.0
2025,Silverstone,16,10.0
2025,Silverstone,6,10.0
2025,Silverstone,87,10.0
2025,Silverstone,81,11.0
2025,Silverstone,1,11.0
2025,Silverstone,4,11.0
2025,Silverstone,44,11.0
2025,Silverstone,10,11.0
2025,Silverstone,14,11.0
2025,Silverstone,55,11.0
2025,Silverstone,22,11.0
2025,Silverstone,23,12.0
2025,Silverstone,31,18.0
2025,Silverstone,12,20.0
2025,Silverstone,14,37.0
2025,Silverstone,63,38.0
2025,Silverstone,44,41.0
2025,Silverstone,18,41.0
2025,Silverstone,1,41.0
2025,Silverstone,10,41.0
2025,Silverstone,55,41.0
2025,Silverstone,87,41.0
2025,Silverstone,22,41.0
2025,Silverstone,27,42.0
2025,Silverstone,16,42.0
2025,Silverstone,23,42.0
2025,Silverstone,31,42.0
2025,Silverstone,81,43.0
2025,Silverstone,4,44.0
2025,Spa-Francorchamps,44,11.0
2025,Spa-Francorchamps,27,11.0
2025,Spa-Francorchamps,10,11.0
2025,Spa-Francorchamps,14,11.0
2025,Spa-Francorchamps,81,12.0
2025,Spa-Francorchamps,16,12.0
2025,Spa-Francorchamps,1,12.0
2025,Spa-Francorchamps,63,12.0
2025,Spa-Francorchamps,23,12.0
2025,Spa-Francorchamps,30,12.0
2025,Spa-Francorchamps,5,12.0
2025,Spa-Francorchamps,87,12.0
2025,Spa-Francorchamps,43,12.0
2025,Spa-Francorchamps,12,12.0
2025,Spa-Francorchamps,18,12.0
2025,Spa-Francorchamps,55,12.0
2025,Spa-Francorchamps,4,13.0
2025,Spa-Francorchamps,22,13.0
2025,Spa-Francorchamps,6,13.0
2025,Spa-Francorchamps,31,13.0
2025,Spa-Francorchamps,6,20.0
2025,Spa-Francorchamps,55,26.0
2025,Spa-Francorchamps,43,28.0
2025,Spa-Francorchamps,14,29.0
2025,Spa-Francorchamps,12,30.0
2025,Spa-Francorchamps,27,32.0
2025,Hungaroring,27,5.0
2025,Hungaroring,43,13.0
2025,Hungaroring,23,14.0
2025,Hungaroring,31,14.0
2025,Hungaroring,55,15.0
2025,Hungaroring,1,17.0
2025,Hungaroring,81,18.0
2025,Hungaroring,16,19.0
2025,Hungaroring,63,19.0
2025,Hungaroring,22,20.0
2025,Hungaroring,12,21.0
2025,Hungaroring,87,30.0
2025,Hungaroring,4,31.0
2025,Hungaroring,10,32.0
2025,Hungaroring,6,33.0
2025,Hungaroring,43,35.0
2025,Hungaroring,18,36.0
2025,Hungaroring,22,37.0
2025,Hungaroring,23,38.0
2025,Hungaroring,14,39.0
2025,Hungaroring,16,40.0
2025,Hungaroring,5,40.0
2025,Hungaroring,30,40.0
2025,Hungaroring,27,41.0
2025,Hungaroring,44,42.0
2025,Hungaroring,63,43.0
2025,Hungaroring,81,45.0
2025,Hungaroring,1,48.0
2025,Hungaroring,55,51.0
2025,Zandvoort,18,8.0
2025,Zandvoort,14,18.0
2025,Zandvoort,22,19.0
2025,Zandvoort,43,19.0
2025,Zandvoort,27,19.0
2025,Zandvoort,16,22.0
2025,Zandvoort,5,22.0
2025,Zandvoort,81,23.0
2025,Zandvoort,4,23.0
2025,Zandvoort,1,23.0
2025,Zandvoort,6,23.0
2025,Zandvoort,63,23.0
2025,Zandvoort,30,23.0
2025,Zandvoort,55,23.0
2025,Zandvoort,23,23.0
2025,Zandvoort,12,23.0
2025,Zandvoort,10,23.0
2025,Zandvoort,30,27.0
2025,Zandvoort,55,27.0
2025,Zandvoort,14,40.0
2025,Zandvoort,12,51.0
2025,Zandvoort,16,52.0
2025,Zandvoort,55,51.0
2025,Zandvoort,18,52.0
2025,Zandvoort,31,52.0
2025,Zandvoort,81,53.0
2025,Zandvoort,4,53.0
2025,Zandvoort,1,53.0
2025,Zandvoort,6,53.0
2025,Zandvoort,63,53.0
2025,Zandvoort,23,53.0
2025,Zandvoort,30,52.0
2025,Zandvoort,12,53.0
2025,Zandvoort,87,53.0
2025,Zandvoort,22,53.0
2025,Zandvoort,43,53.0
2025,Zandvoort,27,53.0
2025,Zandvoort,5,60.0
2025,Zandvoort,43,65.0
2025,Zandvoort,55,65.0
2025,Monza,30,9.0
2025,Monza,87,18.0
2025,Monza,22,19.0
2025,Monza,14,20.0
2025,Monza,5,20.0
2025,Monza,63,27.0
2025,Monza,12,28.0
2025,Monza,55,30.0
2025,Monza,6,32.0
2025,Monza,16,33.0
2025,Monza,43,33.0
2025,Monza,1,37.0
2025,Monza,44,38.0
2025,Monza,23,41.0
2025,Monza,81,45.0
2025,Monza,4,46.0
2025,Monza,10,49.0
2025,Monza,18,49.0
2025,Monza,31,51.0
2025,Baku,31,1.0
2025,Baku,23,1.0
2025,Baku,31,2.0
2025,Baku,23,15.0
2025,Baku,43,16.0
2025,Baku,12,18.0
2025,Baku,16,19.0
2025,Baku,30,20.0
2025,Baku,14,21.0
2025,Baku,5,26.0
2025,Baku,55,27.0
2025,Baku,87,28.0
2025,Baku,6,29.0
2025,Baku,10,35.0
2025,Baku,44,36.0
2025,Baku,27,36.0
2025,Baku,4,37.0
2025,Baku,18,37.0
2025,Baku,22,38.0
2025,Baku,63,39.0
2025,Baku,1,40.0
2025,Singapore,22,13.0
2025,Singapore,5,13.0
2025,Singapore,43,14.0
2025,Singapore,1,19.0
2025,Singapore,6,20.0
2025,Singapore,16,21.0
2025,Singapore,87,23.0
2025,Singapore,44,24.0
2025,Singapore,10,24.0
2025,Singapore,63,25.0
2025,Singapore,12,25.0
2025,Singapore,27,25.0
2025,Singapore,4,26.0
2025,Singapore,81,27.0
2025,Singapore,14,27.0
2025,Singapore,31,30.0
2025,Singapore,18,38.0
2025,Singapore,23,42.0
2025,Singapore,27,44.0
2025,Singapore,44,46.0
2025,Singapore,30,48.0
2025,Singapore,55,50.0
2025,Singapore,10,51.0
2025,Austin,23,7.0
2025,Austin,5,14.0
2025,Austin,16,22.0
2025,Austin,31,24.0
2025,Austin,10,27.0
2025,Austin,18,28.0
2025,Austin,6,28.0
2025,Austin,22,29.0
2025,Austin,81,30.0
2025,Austin,87,30.0
2025,Austin,14,30.0
2025,Austin,30,30.0
2025,Austin,44,31.0
2025,Austin,12,31.0
2025,Austin,4,32.0
2025,Austin,43,32.0
2025,Austin,1,33.0
2025,Austin,63,33.0
2025,Austin,27,33.0
2025,Austin,23,36.0
2025,Austin,5,36.0
2025,Mexico City,30,2.0
2025,Mexico City,55,17.0
2025,Mexico City,14,20.0
2025,Mexico City,12,22.0
2025,Mexico City,44,23.0
2025,Mexico City,87,24.0
2025,Mexico City,81,24.0
2025,Mexico City,63,25.0
2025,Mexico City,18,26.0
2025,Mexico City,31,27.0
2025,Mexico City,16,31.0
2025,Mexico City,10,33.0
2025,Mexico City,4,34.0
2025,Mexico City,6,34.0
2025,Mexico City,22,36.0
2025,Mexico City,1,37.0
2025,Mexico City,5,37.0
2025,Mexico City,23,41.0
2025,Mexico City,18,43.0
2025,Mexico City,55,46.0
2025,Mexico City,81,47.0
2025,Mexico City,12,47.0
2025,Mexico City,44,47.0
2025,Mexico City,87,48.0
2025,Mexico City,63,48.0
2025,Mexico City,43,48.0
2025,Mexico City,55,56.0
2025,Interlagos,22,2.0
2025,Interlagos,44,2.0
2025,Interlagos,1,7.0
2025,Interlagos,31,8.0
2025,Interlagos,44,14.0
2025,Interlagos,87,17.0
2025,Interlagos,55,17.0
2025,Interlagos,6,18.0
2025,Interlagos,10,18.0
2025,Interlagos,30,19.0
2025,Interlagos,12,21.0
2025,Interlagos,22,24.0
2025,Interlagos,14,28.0
2025,Interlagos,43,29.0
2025,Interlagos,18,29.0
2025,Interlagos,4,30.0
2025,Interlagos,44,32.0
2025,Interlagos,63,34.0
2025,Interlagos,1,34.0
2025,Interlagos,23,35.0
2025,Interlagos,27,36.0
2025,Interlagos,6,37.0
2025,Interlagos,87,42.0
2025,Interlagos,43,43.0
2025,Interlagos,14,46.0
2025,Interlagos,12,47.0
2025,Interlagos,31,47.0
2025,Interlagos,22,47.0
2025,Interlagos,63,48.0
2025,Interlagos,4,50.0
2025,Interlagos,81,51.0
2025,Interlagos,1,54.0
2025,Interlagos,18,54.0
2025,Interlagos,23,55.0
2025,Las Vegas,22,1.0
2025,Las Vegas,5,1.0
2025,Las Vegas,12,2.0
2025,Las Vegas,10,2.0
2025,Las Vegas,30,2.0
2025,Las Vegas,23,13.0
2025,Las Vegas,23,14.0
2025,Las Vegas,14,16.0
2025,Las Vegas,63,17.0
2025,Las Vegas,87,17.0
2025,Las Vegas,6,20.0
2025,Las Vegas,81,21.0
2025,Las Vegas,4,22.0
2025,Las Vegas,55,22.0
2025,Las Vegas,16,24.0
2025,Las Vegas,1,25.0
2025,Las Vegas,43,25.0
2025,Las Vegas,31,27.0
2025,Las Vegas,22,27.0
2025,Las Vegas,30,28.0
2025,Las Vegas,44,29.0
2025,Las Vegas,27,30.0
2025,Las Vegas,23,34.0
